0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0019569472,0.0009516135,0.0004834811,0.0000000000
0.0039138943,0.0019032270,0.0009669621,0.0000000000
0.0058708415,0.0028548406,0.0014504432,0.0000000000
0.0078277886,0.0038064541,0.0019339243,0.0000000000
0.0097847358,0.0047580676,0.0024174053,0.0000000000
0.0117416830,0.0057096811,0.0029008864,0.0000000000
0.0136986301,0.0066612947,0.0033843674,0.0000000000
0.0156555773,0.0076129082,0.0038678485,0.0000000000
0.0176125245,0.0085645217,0.0043513296,0.0000000000
0.0195694716,0.0095161352,0.0048348106,0.0000000000
0.0215264188,0.0104677487,0.0053182917,0.0000000000
0.0234833659,0.0114193623,0.0058017728,0.0000000000
0.0254403131,0.0123709758,0.0062852538,0.0000000000
0.0273972603,0.0133225893,0.0067687349,0.0000000000
0.0293542074,0.0142742028,0.0072522160,0.0000000000
0.0313111546,0.0152258164,0.0077356970,0.0000000000
0.0332681018,0.0161774299,0.0082191781,0.0000000000
0.0352250489,0.0171290434,0.0087026591,0.0000000000
0.0371819961,0.0180806569,0.0091861402,0.0000000000
0.0391389432,0.0190322704,0.0096696213,0.0000000000
0.0410958904,0.0199838840,0.0101531023,0.0000000000
0.0430528376,0.0209354975,0.0106365834,0.0000000000
0.0450097847,0.0218871110,0.0111200645,0.0000000000
0.0469667319,0.0228387245,0.0116035455,0.0000000000
0.0489236791,0.0237903381,0.0120870266,0.0000000000
0.0508806262,0.0247419516,0.0125705077,0.0000000000
0.0528375734,0.0256935651,0.0130539887,0.0000000000
0.0547945205,0.0266451786,0.0135374698,0.0000000000
0.0567514677,0.0275967921,0.0140209508,0.0000000000
0.0587084149,0.0285484057,0.0145044319,0.0000000000
0.0606653620,0.0295000192,0.0149879130,0.0000000000
0.0626223092,0.0304516327,0.0154713940,0.0000000000
0.0645792564,0.0314032462,0.0159548751,0.0000000000
0.0665362035,0.0323548598,0.0164383562,0.0000000000
0.0684931507,0.0333064733,0.0169218372,0.0000000000
0.0704500978,0.0342580868,0.0174053183,0.0000000000
0.0724070450,0.0352097003,0.0178887994,0.0000000000
0.0743639922,0.0361613138,0.0183722804,0.0000000000
0.0763209393,0.0371129274,0.0188557615,0.0000000000
0.0782778865,0.0380645409,0.0193392425,0.0000000000
0.0802348337,0.0390161544,0.0198227236,0.0000000000
0.0821917808,0.0399677679,0.0203062047,0.0000000000
0.0841487280,0.0409193815,0.0207896857,0.0000000000
0.0861056751,0.0418709950,0.0212731668,0.0000000000
0.0880626223,0.0428226085,0.0217566479,0.0000000000
0.0900195695,0.0437742220,0.0222401289,0.0000000000
0.0919765166,0.0447258355,0.0227236100,0.0000000000
0.0939334638,0.0456774491,0.0232070911,0.0000000000
0.0958904110,0.0466290626,0.0236905721,0.0000000000
0.0978473581,0.0475806761,0.0241740532,0.0000000000
0.0998043053,0.0485322896,0.0246575342,0.0000000000
0.1017612524,0.0494839032,0.0251410153,0.0000000000
0.1037181996,0.0504355167,0.0256244964,0.0000000000
0.1056751468,0.0513871302,0.0261079774,0.0000000000
0.1076320939,0.0523387437,0.0265914585,0.0000000000
0.1095890411,0.0532903572,0.0270749396,0.0000000000
0.1115459883,0.0542419708,0.0275584206,0.0000000000
0.1135029354,0.0551935843,0.0280419017,0.0000000000
0.1154598826,0.0561451978,0.0285253828,0.0000000000
0.1174168297,0.0570968113,0.0290088638,0.0000000000
0.1193737769,0.0580484248,0.0294923449,0.0000000000
0.1213307241,0.0590000384,0.0299758259,0.0000000000
0.1232876712,0.0599516519,0.0304593070,0.0000000000
