x,y,z
0.12162236636408619,0.04799999999999999,0.11030865786510144
0.12445079348883238,0.04799999999999999,0.10748023074035525
0.12162236636408619,0.043999999999999984,0.11030865786510144
0.12727922061357858,0.04799999999999999,0.10465180361560905
0.12445079348883238,0.043999999999999984,0.10748023074035525
0.12727922061357858,0.043999999999999984,0.10465180361560905
0.13010764773832476,0.043999999999999984,0.10182337649086286
0.13010764773832476,0.04799999999999999,0.10182337649086286
0.13293607486307096,0.043999999999999984,0.09899494936611666
0.13293607486307096,0.04799999999999999,0.09899494936611666
0.13859292911256332,0.04799999999999999,0.09333809511662429
0.13576450198781714,0.04799999999999999,0.09616652224137048
0.13859292911256332,0.043999999999999984,0.09333809511662429
0.13576450198781714,0.043999999999999984,0.09616652224137048
0.13576450198781714,0.04799999999999999,0.0905096679918781
0.13576450198781714,0.043999999999999984,0.0905096679918781
0.14142135623730953,0.04799999999999999,0.08485281374238571
0.14142135623730953,0.043999999999999984,0.08485281374238571
0.13859292911256332,0.04799999999999999,0.08768124086713192
0.13859292911256332,0.043999999999999984,0.08768124086713192
0.1442497833620557,0.04799999999999999,0.08202438661763953
0.14707821048680192,0.04799999999999999,0.07919595949289333
0.1442497833620557,0.043999999999999984,0.08202438661763953
0.14707821048680192,0.043999999999999984,0.07919595949289333
0.1499066376115481,0.04799999999999999,0.07636753236814714
0.1499066376115481,0.043999999999999984,0.07636753236814714
0.1470782104868019,0.04799999999999999,0.07353910524340096
0.15273506473629428,0.04799999999999999,0.06788225099390857
0.1499066376115481,0.04799999999999999,0.07071067811865475
0.15273506473629428,0.043999999999999984,0.06788225099390857
0.1499066376115481,0.043999999999999984,0.07071067811865475
0.1470782104868019,0.043999999999999984,0.07353910524340096
0.15273506473629428,0.04799999999999999,0.062225396744416184
0.15556349186104046,0.04799999999999999,0.06505382386916238
0.15556349186104046,0.043999999999999984,0.05939696961966999
0.15273506473629428,0.043999999999999984,0.062225396744416184
0.15556349186104046,0.043999999999999984,0.06505382386916238
