 101 3
-5000.0000	0.0000	0.0200
-4900.0000	0.0000	0.0200
-4800.0000	0.0000	0.0200
-4700.0000	0.0000	0.0200
-4600.0000	0.0000	0.0200
-4500.0000	0.0000	0.0200
-4400.0000	0.0000	0.0200
-4300.0000	0.0000	0.0200
-4200.0000	0.0000	0.0200
-4100.0000	0.0000	0.0200
-4000.0000	0.0000	0.0200
-3900.0000	0.0000	0.0200
-3800.0000	0.0000	0.0200
-3700.0000	0.0000	0.0200
-3600.0000	0.0000	0.0200
-3500.0000	0.0000	0.0200
-3400.0000	0.0000	0.0200
-3300.0000	0.0000	0.0200
-3200.0000	0.0000	0.0200
-3100.0000	0.0000	0.0200
-3000.0000	0.0000	0.0200
-2900.0000	0.0000	0.0200
-2800.0000	0.0000	0.0200
-2700.0000	0.0000	0.0200
-2600.0000	0.0000	0.0200
-2500.0000	0.0000	0.0200
-2400.0000	0.0000	0.0200
-2300.0000	0.0000	0.0200
-2200.0000	0.0000	0.0200
-2100.0000	0.0000	0.0200
-2000.0000	0.0000	0.0200
-1900.0000	0.0000	0.0200
-1800.0000	0.0000	0.0200
-1700.0000	0.0000	0.0200
-1600.0000	0.0000	0.0200
-1500.0000	0.0000	0.0200
-1400.0000	0.0000	0.0200
-1300.0000	0.0000	0.0200
-1200.0000	0.0000	0.0200
-1100.0000	0.0000	0.0200
-1000.0000	0.0000	0.0200
-900.0000	0.0000	0.0200
-800.0000	0.0000	0.0200
-700.0000	0.0000	0.0200
-600.0000	0.0000	0.0200
-500.0000	0.0000	0.0200
-400.0000	0.0000	0.0200
-300.0000	0.0000	0.0200
-200.0000	0.0000	0.0200
-100.0000	0.0000	0.0200
   0.0000	0.0000	0.0200
 100.0000	0.0000	0.0200
 200.0000	0.0000	0.0200
 300.0000	0.0000	0.0200
 400.0000	0.0000	0.0200
 500.0000	0.0000	0.0200
 600.0000	0.0000	0.0200
 700.0000	0.0000	0.0200
 800.0000	0.0000	0.0200
 900.0000	0.0000	0.0200
1000.0000	0.0000	0.0200
1100.0000	0.0000	0.0200
1200.0000	0.0000	0.0200
1300.0000	0.0000	0.0200
1400.0000	0.0000	0.0200
1500.0000	0.0000	0.0200
1600.0000	0.0000	0.0200
1700.0000	0.0000	0.0200
1800.0000	0.0000	0.0200
1900.0000	0.0000	0.0200
2000.0000	0.0000	0.0200
2100.0000	0.0000	0.0200
2200.0000	0.0000	0.0200
2300.0000	0.0000	0.0200
2400.0000	0.0000	0.0200
2500.0000	0.0000	0.0200
2600.0000	0.0000	0.0200
2700.0000	0.0000	0.0200
2800.0000	0.0000	0.0200
2900.0000	0.0000	0.0200
3000.0000	0.0000	0.0200
3100.0000	0.0000	0.0200
3200.0000	0.0000	0.0200
3300.0000	0.0000	0.0200
3400.0000	0.0000	0.0200
3500.0000	0.0000	0.0200
3600.0000	0.0000	0.0200
3700.0000	0.0000	0.0200
3800.0000	0.0000	0.0200
3900.0000	0.0000	0.0200
4000.0000	0.0000	0.0200
4100.0000	0.0000	0.0200
4200.0000	0.0000	0.0200
4300.0000	0.0000	0.0200
4400.0000	0.0000	0.0200
4500.0000	0.0000	0.0200
4600.0000	0.0000	0.0200
4700.0000	0.0000	0.0200
4800.0000	0.0000	0.0200
4900.0000	0.0000	0.0200
5000.0000	0.0000	0.0200
