0.000000 0.000000 0.000000  0.000000   0.000000  0.000000
1.000000 0.000000 0.000000  0.000000   0.000000  0.000000
1.105263 0.000000 0.027091  0.000000   0.027091  0.000000
1.210526 0.000000 0.105430  0.000000   0.105430  0.000000
1.315789 0.000000 0.226526  0.000000   0.226526  0.000000
1.421053 0.000000 0.377257  0.000000   0.377257  0.000000
1.526316 0.000000 0.541290  0.000000   0.541290  0.000000
1.631579 0.000000 0.700848  0.000000   0.700848  0.000000
1.736842 0.000000 0.838641  0.000000   0.838641  0.000000
1.842105 0.000000 0.939737  0.000000   0.939737  0.000000
1.947368 0.000000 0.993181  0.000000   0.993181  0.000000
2.052632 0.000000 0.993181  0.000000   0.993181  0.000000
2.157895 0.000000 0.939737  0.000000   0.939737  0.000000
2.263158 0.000000 0.838641  0.000000   0.838641  0.000000
2.368421 0.000000 0.700848  0.000000   0.700848  0.000000
2.473684 0.000000 0.541290  0.000000   0.541290  0.000000
2.578947 0.000000 0.377257  0.000000   0.377257  0.000000
2.684211 0.000000 0.226526  0.000000   0.226526  0.000000
2.789474 0.000000 0.105430  0.000000   0.105430  0.000000
2.894737 0.000000 0.027091  0.000000   0.027091  0.000000
3.000000 0.000000 0.000000  0.000000   0.000000  0.000000
4.000000 0.000000 0.000000 -0.000000   0.000000 -0.000000
4.105263 0.000000 0.000000 -0.027091   0.000000 -0.027091
4.210526 0.000000 0.000000 -0.105430   0.000000 -0.105430
4.315789 0.000000 0.000000 -0.226526   0.000000 -0.226526
4.421053 0.000000 0.000000 -0.377257   0.000000 -0.377257
4.526316 0.000000 0.000000 -0.541290   0.000000 -0.541290
4.631579 0.000000 0.000000 -0.700848   0.000000 -0.700848
4.736842 0.000000 0.000000 -0.838641   0.000000 -0.838641
4.842105 0.000000 0.000000 -0.939737   0.000000 -0.939737
4.947368 0.000000 0.000000 -0.993181   0.000000 -0.993181
5.052632 0.000000 0.000000 -0.993181   0.000000 -0.993181
5.157895 0.000000 0.000000 -0.939737   0.000000 -0.939737
5.263158 0.000000 0.000000 -0.838641   0.000000 -0.838641
5.368421 0.000000 0.000000 -0.700848   0.000000 -0.700848
5.473684 0.000000 0.000000 -0.541290   0.000000 -0.541290
5.578947 0.000000 0.000000 -0.377257   0.000000 -0.377257
5.684211 0.000000 0.000000 -0.226526   0.000000 -0.226526
5.789474 0.000000 0.000000 -0.105430   0.000000 -0.105430
5.894737 0.000000 0.000000 -0.027091   0.000000 -0.027091
6.000000 0.000000 0.000000 -0.000000   0.000000 -0.000000
7.000000 0.000000 0.000000  0.000000   0.000000  0.000000
